Plug,Spat,Sample,Polyps,Cohort,Temperature,Nutrition,Treatment,Tank,ScanDate,Tissue,MeasureArea,Tissue.Intensity,Tissue.StDev,Symbiont.Intensity,Symbiont.StDev,Notes
A283,a,A283a,10,20170610,Ambient,No Heterotrophy,AN,16,20171106,Connecting,56947.87,604.58,189.28,594.79,297.26,"Average fluroescent values from polyp and connecting, not spat values"
A283,a,A283a,10,20170610,Ambient,No Heterotrophy,AN,16,20171106,Connecting,25092.02,492.53,148.8,609.05,314.85,
A283,a,A283a,10,20170610,Ambient,No Heterotrophy,AN,16,20171106,Connecting,21510.21,641.97,216.83,596.63,359.45,
A283,b,A283b,3,20170610,Ambient,No Heterotrophy,AN,16,20171106,Connecting,59589.42,467.43,103.63,455.19,246.21,
A283,b,A283b,3,20170610,Ambient,No Heterotrophy,AN,16,20171106,Connecting,41903.68,414.64,84.38,394.25,211.05,
A283,b,A283b,3,20170610,Ambient,No Heterotrophy,AN,16,20171106,Connecting,27433.03,457.63,84.91,528.24,274.6,
A283,c,A283c,2,20170610,Ambient,No Heterotrophy,AN,16,20171106,Connecting,19619.38,501.09,87.07,593.64,274.17,
A283,c,A283c,2,20170610,Ambient,No Heterotrophy,AN,16,20171106,Connecting,10249.13,434.35,86.91,485.06,193.58,
A283,c,A283c,2,20170610,Ambient,No Heterotrophy,AN,16,20171106,Connecting,7695.81,513.09,81.36,652.23,225.71,
A283,d,A283d,3,20170610,Ambient,No Heterotrophy,AN,16,20171106,Connecting,51471.4,424.15,96.91,419.32,266.34,
A283,d,A283d,3,20170610,Ambient,No Heterotrophy,AN,16,20171106,Connecting,39047.05,381.91,92.13,400.93,266.17,
A283,d,A283d,3,20170610,Ambient,No Heterotrophy,AN,16,20171106,Connecting,34635.27,415.26,91.87,448.08,260.42,
A333,a,A333a,15,20170610,Cool,Heterotrophy,CH,24,20171106,Connecting,45730.9,863.98,227.3,798.4,317.64,"A few oversaturated pixels, area not measured"
A333,a,A333a,15,20170610,Cool,Heterotrophy,CH,24,20171106,Connecting,63984.66,912.22,214.47,436.45,250.61,"A few oversaturated pixels, area not measured"
A333,a,A333a,15,20170610,Cool,Heterotrophy,CH,24,20171106,Connecting,82944.31,839.49,192.7,502.73,239.51,"A few oversaturated pixels, area not measured"
A333,b,A333b,3,20170610,Cool,Heterotrophy,CH,24,20171106,Connecting,44139.9,554.92,113.94,762.84,278.65,
A333,b,A333b,3,20170610,Cool,Heterotrophy,CH,24,20171106,Connecting,42088.42,525.45,118.81,649.86,296.37,
A333,b,A333b,3,20170610,Cool,Heterotrophy,CH,24,20171106,Connecting,30278.63,597.96,100.69,722.71,269.52,
A368,a,A368a,10,20170610,Cool,Heterotrophy,CH,19,20171106,Connecting,140234.09,608.89,136.99,759.1,286.56,"Some oversaturation (2-3 pixels), area not measured"
A368,a,A368a,10,20170610,Cool,Heterotrophy,CH,19,20171106,Connecting,69066.49,878.18,214.45,780.37,331.35,"Some oversaturation (2-3 pixels), area not measured"
A368,a,A368a,10,20170610,Cool,Heterotrophy,CH,19,20171106,Connecting,47225.4,865.99,192.95,742.7,301.58,"Some oversaturation (2-3 pixels), area not measured"
A368,b,A368b,4,20170610,Cool,Heterotrophy,CH,19,20171106,Connecting,46414.73,600.91,119.78,849.07,398.68,
A368,b,A368b,4,20170610,Cool,Heterotrophy,CH,19,20171106,Connecting,65225.48,554.45,159.62,747.44,332.29,
A368,b,A368b,4,20170610,Cool,Heterotrophy,CH,19,20171106,Connecting,16171.95,390.49,112.59,545.34,246.64,
A563,a,A563a,2,20170612,Cool,No Heterotrophy,CN,20,20171106,Connecting,35465.23,413.6,79.75,854.7,299.83,
A563,a,A563a,2,20170612,Cool,No Heterotrophy,CN,20,20171106,Connecting,46927.6,434.06,100.25,640.98,278.64,
A563,a,A563a,2,20170612,Cool,No Heterotrophy,CN,20,20171106,Connecting,46406.46,472.99,106.87,618.26,269.54,
A563,b,A563b,1,20170612,Cool,No Heterotrophy,CN,20,20171106,Connecting,12311.64,348.17,77.17,438.68,232.33,
A563,b,A563b,1,20170612,Cool,No Heterotrophy,CN,20,20171106,Connecting,11250.05,312.17,69.87,285.44,164.27,
A563,b,A563b,1,20170612,Cool,No Heterotrophy,CN,20,20171106,Connecting,5906.28,368.4,84.29,537.41,241,
A563,c,A563c,8,20170612,Cool,No Heterotrophy,CN,20,20171106,Connecting,60992.92,494.58,102.48,580.29,244.73,
A563,c,A563c,8,20170612,Cool,No Heterotrophy,CN,20,20171106,Connecting,66300.85,504.7,163.99,620.87,307.72,
A563,c,A563c,8,20170612,Cool,No Heterotrophy,CN,20,20171106,Connecting,47343.96,776.34,260.27,528.54,265.64,
A084,a,A084a,3,20170609,Ambient,Heterotrophy,AH,18,20171110,Connecting,81852.39,483.4,106.21,594.98,258.74,
A084,a,A084a,3,20170609,Ambient,Heterotrophy,AH,18,20171110,Connecting,38170.21,435.476,94.67,525.09,253.44,
A084,a,A084a,3,20170609,Ambient,Heterotrophy,AH,18,20171110,Connecting,18140.71,512.17,107.03,667.85,324.92,
A084,b,A084b,4,20170609,Ambient,Heterotrophy,AH,18,20171110,Connecting,52930.38,595.96,118.29,609.78,266.67,
A084,b,A084b,4,20170609,Ambient,Heterotrophy,AH,18,20171110,Connecting,19582.81,530.91,199.21,718.28,330.87,
A084,b,A084b,4,20170609,Ambient,Heterotrophy,AH,18,20171110,Connecting,28301.6,568.16,125.82,585.73,243.25,
A084,c,A084c,8,20170609,Ambient,Heterotrophy,AH,18,20171110,Connecting,28312.63,946.33,217.73,693.22,319.99,
A084,c,A084c,8,20170609,Ambient,Heterotrophy,AH,18,20171110,Connecting,49869.71,669.71,175.05,694.65,290.85,
A084,c,A084c,8,20170609,Ambient,Heterotrophy,AH,18,20171110,Connecting,37585.65,968.54,205.24,566.83,322.49,
A084,d,A084d,1,20170609,Ambient,Heterotrophy,AH,18,20171110,Connecting,9758.32,467.33,108.21,767.42,335.04,
A084,d,A084d,1,20170609,Ambient,Heterotrophy,AH,18,20171110,Connecting,5012.89,513.98,94.48,824.8,294.39,
A126,a,A126a,10,20170609,Cool,No Heterotrophy,CN,13,20171110,Connecting,57019.56,427.88,86.31,588.11,311.91,
A126,a,A126a,10,20170609,Cool,No Heterotrophy,CN,13,20171110,Connecting,58194.2,382.14,83.83,465.99,279.88,
A126,a,A126a,10,20170609,Cool,No Heterotrophy,CN,13,20171110,Connecting,33372.39,443.71,114.09,467.15,204.79,
A140,a,A140a,6,20170609,Cool,Heterotrophy,CH,17,20171110,Connecting,142486.85,796.82,205.04,889.19,351.08,
A140,a,A140a,6,20170609,Cool,Heterotrophy,CH,17,20171110,Connecting,81350.55,669.35,173.72,768.83,316.83,
A140,a,A140a,6,20170609,Cool,Heterotrophy,CH,17,20171110,Connecting,60005.78,584.64,158.71,807.47,325.88,
A140,b,A140b,6,20170609,Cool,Heterotrophy,CH,17,20171110,Connecting,61378.95,667.74,126.33,1076.55,350.34,
A140,b,A140b,6,20170609,Cool,Heterotrophy,CH,17,20171110,Connecting,55125.25,581.98,114.36,741.38,336.57,
A140,b,A140b,6,20170609,Cool,Heterotrophy,CH,17,20171110,Connecting,47173.01,545.83,108.95,798.72,310.12,
A307,a,A307a,5,20170610,Cool,No Heterotrophy,CN,20,20171110,Connecting,162596.32,571.05,178.69,505.47,213.61,
A307,a,A307a,5,20170610,Cool,No Heterotrophy,CN,20,20171110,Connecting,103996.79,469.87,97.72,597.93,229.04,
A307,a,A307a,5,20170610,Cool,No Heterotrophy,CN,20,20171110,Connecting,41713.42,611.61,161.87,597.51,221.04,
A307,b,A307b,4,20170610,Cool,No Heterotrophy,CN,20,20171110,Connecting,68355.09,493.72,122.2,676.05,305.77,
A307,b,A307b,4,20170610,Cool,No Heterotrophy,CN,20,20171110,Connecting,67563.72,463.77,87.12,717.87,288.54,
A307,b,A307b,4,20170610,Cool,No Heterotrophy,CN,20,20171110,Connecting,21535.02,585.05,139.98,785.58,369.71,
A307,c,A307c,4,20170610,Cool,No Heterotrophy,CN,20,20171110,Connecting,85715.46,562.87,108.44,846.39,401.89,
A307,c,A307c,4,20170610,Cool,No Heterotrophy,CN,20,20171110,Connecting,25941.29,553.64,99.69,862.66,353.9,
A307,c,A307c,4,20170610,Cool,No Heterotrophy,CN,20,20171110,Connecting,32294.26,545.25,119.48,713.07,342.52,
A307,d,A307d,6,20170610,Cool,No Heterotrophy,CN,20,20171110,Connecting,139456.51,554.91,109.77,571.32,276.99,"1 oversaturated pixel, area not included"
A307,d,A307d,6,20170610,Cool,No Heterotrophy,CN,20,20171110,Connecting,110603.44,587.47,131.09,685.61,338.85,"1 oversaturated pixel, area not included"
A307,d,A307d,6,20170610,Cool,No Heterotrophy,CN,20,20171110,Connecting,58500.26,542.51,110.65,630.7,306.62,"1 oversaturated pixel, area not included"
A423,a,A423a,2,20170611,Cool,No Heterotrophy,CN,20,20171110,Connecting,57904.67,555.89,143.97,769.57,307.37,
A423,a,A423a,2,20170611,Cool,No Heterotrophy,CN,20,20171110,Connecting,35804.39,516.12,112.01,772.92,307.52,
A423,a,A423a,2,20170611,Cool,No Heterotrophy,CN,20,20171110,Connecting,13673.77,457.89,84.28,711.86,252.88,
A423,b,A423b,4,20170611,Cool,No Heterotrophy,CN,20,20171110,Connecting,57209.82,513.41,128.48,750.01,358.38,
A423,b,A423b,4,20170611,Cool,No Heterotrophy,CN,20,20171110,Connecting,62178.59,567.35,120.51,770.8,347.78,
A423,b,A423b,4,20170611,Cool,No Heterotrophy,CN,20,20171110,Connecting,61571.97,597.32,120.5,813.86,367.08,
A045,a,A045a,11,20170609,Cool,Heterotrophy,CH,24,20171119,Connecting,82439.71,1032.14,317.96,781.98,337.67,
A045,a,A045a,11,20170609,Cool,Heterotrophy,CH,24,20171119,Connecting,84562.88,958.19,372.17,624.29,285.64,
A045,a,A045a,11,20170609,Cool,Heterotrophy,CH,24,20171119,Connecting,77129.02,926.8,314.2,721.26,275.8,
A052,a,A052a,2,20170609,Ambient,No Heterotrophy,AN,22,20171119,Connecting,11376.89,465.49,103.01,549.62,206.06,
A052,a,A052a,2,20170609,Ambient,No Heterotrophy,AN,22,20171119,Connecting,12377.81,496.11,111.88,584.27,243.52,
A052,a,A052a,2,20170609,Ambient,No Heterotrophy,AN,22,20171119,Connecting,26305.27,404.71,109.88,435.14,191.41,
A052,b,A052b,2,20170609,Ambient,No Heterotrophy,AN,22,20171119,Connecting,13116.79,346.71,116.87,371.85,209.33,
A052,b,A052b,2,20170609,Ambient,No Heterotrophy,AN,22,20171119,Connecting,26785.05,419.3,95.45,527.85,218.98,
A052,b,A052b,2,20170609,Ambient,No Heterotrophy,AN,22,20171119,Connecting,20252.85,300.89,80.92,348.59,116.33,
A052,c,A052c,6,20170609,Ambient,No Heterotrophy,AN,22,20171119,Connecting,100685.2,479.91,144.66,269.84,155.96,
A052,c,A052c,6,20170609,Ambient,No Heterotrophy,AN,22,20171119,Connecting,29509.32,480.49,104.71,514.07,264.41,
A052,c,A052c,6,20170609,Ambient,No Heterotrophy,AN,22,20171119,Connecting,13466.97,393.86,103.56,465.51,245.1,
A052,d,A052d,4,20170609,Ambient,No Heterotrophy,AN,22,20171119,Connecting,28828.25,454.06,83.77,520.99,248.93,
A052,d,A052d,4,20170609,Ambient,No Heterotrophy,AN,22,20171119,Connecting,40205.14,444.9,122.58,426.07,189.79,
A052,d,A052d,4,20170609,Ambient,No Heterotrophy,AN,22,20171119,Connecting,20793.29,485.27,105.55,497.88,237.68,
A052,e,A052e,3,20170609,Ambient,No Heterotrophy,AN,22,20171119,Connecting,37320.94,477,174.68,651.12,295.19,
A052,e,A052e,3,20170609,Ambient,No Heterotrophy,AN,22,20171119,Connecting,28773.11,519.15,107.53,681.88,269.71,
A052,e,A052e,3,20170609,Ambient,No Heterotrophy,AN,22,20171119,Connecting,27410.97,554.94,120.86,655.86,298.3,
A052,f,A052f,4,20170609,Ambient,No Heterotrophy,AN,22,20171119,Connecting,28764.84,415.95,91.36,525.83,305.81,
A052,f,A052f,4,20170609,Ambient,No Heterotrophy,AN,22,20171119,Connecting,20605.79,323.95,64.61,376.55,171.68,
A052,f,A052f,4,20170609,Ambient,No Heterotrophy,AN,22,20171119,Connecting,22751.02,387.48,98.78,463.95,262.13,
A070,a,A070a,10,20170609,Cool,No Heterotrophy,CN,20,20171119,Connecting,61946.97,434.49,101.37,668.27,275.78,
A070,a,A070a,10,20170609,Cool,No Heterotrophy,CN,20,20171119,Connecting,98515.15,448.81,124.88,615.66,332.46,
A070,a,A070a,10,20170609,Cool,No Heterotrophy,CN,20,20171119,Connecting,34172.03,455.38,95.32,592.59,295.88,
A092,a,A092a,4,20170609,Ambient,No Heterotrophy,AN,16,20171119,Connecting,45932.19,348.46,87.69,346.79,162,
A092,a,A092a,4,20170609,Ambient,No Heterotrophy,AN,16,20171119,Connecting,55332.05,357,84,341.36,168.93,
A092,a,A092a,4,20170609,Ambient,No Heterotrophy,AN,16,20171119,Connecting,35161.92,353.63,80.44,430.58,213.91,
A092,b,A092b,1,20170609,Ambient,No Heterotrophy,AN,16,20171119,Connecting,12220.64,346.78,87.32,613.61,253.03,
A119,a,A119a,11,20170609,Cool,No Heterotrophy,CN,13,20171119,Connecting,176328,374.17877,94.8299,361.7221,181.9694,
A119,a,A119a,11,20170609,Cool,No Heterotrophy,CN,13,20171119,Connecting,90347.83,492.12339,124.96687,469.04743,250.55836,
A119,a,A119a,11,20170609,Cool,No Heterotrophy,CN,13,20171119,Connecting,40257.53,503.59699,115.67955,435.76027,257.1,
A139,a,A139a,7,20170609,Cool,Heterotrophy,CH,17,20171119,Connecting,73125.33,595.94706,163.4896,810.32477,267.68301,
A139,a,A139a,7,20170609,Cool,Heterotrophy,CH,17,20171119,Connecting,71702.53,690.76319,261.19531,680.57087,250.65158,
A139,a,A139a,7,20170609,Cool,Heterotrophy,CH,17,20171119,Connecting,94525.24,533.53645,157.99011,484.62863,230.89301,
A139,b,A139b,3,20170609,Cool,Heterotrophy,CH,17,20171119,Connecting,44843.03,466.93175,98.4643,800.8689,317.46465,
A139,b,A139b,3,20170609,Cool,Heterotrophy,CH,17,20171119,Connecting,54264.95,493.73064,153.52196,706.58191,314.94951,
A139,b,A139b,3,20170609,Cool,Heterotrophy,CH,17,20171119,Connecting,75827.55,550.83665,159.95702,726.91309,288.03767,
A139,c,A139c,4,20170609,Cool,Heterotrophy,CH,17,20171119,Connecting,32831.95,604.8899,243.59066,579.46964,270.44166,
A139,c,A139c,4,20170609,Cool,Heterotrophy,CH,17,20171119,Connecting,15410.91,686.58043,291.17331,545.18089,261.29256,
A139,c,A139c,4,20170609,Cool,Heterotrophy,CH,17,20171119,Connecting,29183.95,601.34429,198.00858,627.18878,253.23963,
A319,a,A319a,6,20170610,Ambient,No Heterotrophy,AN,22,20171119,Connecting,62898.26,368.84,98.67,506.64,230.28,
A319,a,A319a,6,20170610,Ambient,No Heterotrophy,AN,22,20171119,Connecting,33653.64,543.65,115.73,719.57,302.34,
A319,a,A319a,6,20170610,Ambient,No Heterotrophy,AN,22,20171119,Connecting,49593.97,413.34,103.74,468.04,239.99,
A319,b,A319b,3,20170610,Ambient,No Heterotrophy,AN,22,20171119,Connecting,9962.36,310.99,57.88,501.61,196.51,
A319,b,A319b,3,20170610,Ambient,No Heterotrophy,AN,22,20171119,Connecting,49698.75,378.87,95.21,429.59,175.38,
A319,b,A319b,3,20170610,Ambient,No Heterotrophy,AN,22,20171119,Connecting,27069.06,394.4,109.39,454.29,179.65,
A319,c,A319c,6,20170610,Ambient,No Heterotrophy,AN,22,20171119,Connecting,28883.4,709.98,263.06,548.6,245.72,
A319,c,A319c,6,20170610,Ambient,No Heterotrophy,AN,22,20171119,Connecting,20244.58,620.67,197.93,682.39,255.7,
A319,c,A319c,6,20170610,Ambient,No Heterotrophy,AN,22,20171119,Connecting,19359.46,706.45,198.82,621.96,225.45,
A361,a,A361a,5,20170610,Ambient,Heterotrophy,AH,21,20171119,Connecting,94414.95,547.56,212.78,872.09,306.83,
A361,a,A361a,5,20170610,Ambient,Heterotrophy,AH,21,20171119,Connecting,79541.72,684.6,284.81,628.46,199.12,
A361,a,A361a,5,20170610,Ambient,Heterotrophy,AH,21,20171119,Connecting,27841.12,652.07,206.44,846.73,271.77,
A361,b,A361b,3,20170610,Ambient,Heterotrophy,AH,21,20171119,Connecting,52039.76,660.99,223.66,970.61,289.67,
A361,b,A361b,3,20170610,Ambient,Heterotrophy,AH,21,20171119,Connecting,26713.36,988.13,299.47,1104.91,308.69,
A361,b,A361b,3,20170610,Ambient,Heterotrophy,AH,21,20171119,Connecting,40227.2,504.84,168.31,926.48,272.24,
A405,a,A405a,6,20170610,Ambient,No Heterotrophy,AN,15,20171119,Connecting,27763.91,498.43,145.41,581.98,237.57,
A405,a,A405a,6,20170610,Ambient,No Heterotrophy,AN,15,20171119,Connecting,33342.06,570.94,157.42,558,207.44,
A405,a,A405a,6,20170610,Ambient,No Heterotrophy,AN,15,20171119,Connecting,24187.61,354.07,78.53,448.57,194.01,
A405,b,A405b,4,20170610,Ambient,No Heterotrophy,AN,15,20171119,Connecting,72808.23,454.67,152.85,617.06,242.88,
A405,b,A405b,4,20170610,Ambient,No Heterotrophy,AN,15,20171119,Connecting,62779.69,523.17,130.83,546.4,252.61,
A405,b,A405b,4,20170610,Ambient,No Heterotrophy,AN,15,20171119,Connecting,20170.13,361.07,75.57,592.89,260.52,
A406,a,A406a,5,20170610,Ambient,No Heterotrophy,AN,22,20171119,Connecting,75764.13,496.82,122.86,473.84,247.9,
A406,a,A406a,5,20170610,Ambient,No Heterotrophy,AN,22,20171119,Connecting,142313.14,367.31,91.68,358.62,177.15,
A406,a,A406a,5,20170610,Ambient,No Heterotrophy,AN,22,20171119,Connecting,83228.32,504.98,116.11,449.61,253.6,
A406,b,A406b,11,20170610,Ambient,No Heterotrophy,AN,22,20171119,Connecting,99221.03,528.82576,152.325,585.26692,276.80707,
A406,b,A406b,11,20170610,Ambient,No Heterotrophy,AN,22,20171119,Connecting,66176.77,508.70171,151.55657,553.94554,250.02233,
A406,b,A406b,11,20170610,Ambient,No Heterotrophy,AN,22,20171119,Connecting,69684.14,372.81157,125.6608,471.86467,232.63257,
A497,a,A497a,4,20170611,Cool,Heterotrophy,CH,17,20171119,Connecting,58456.15,624.54448,192.57243,655.77448,349.71297,
A497,a,A497a,4,20170611,Cool,Heterotrophy,CH,17,20171119,Connecting,33667.43,540.91073,118.57618,632.69574,225.73249,
A497,a,A497a,4,20170611,Cool,Heterotrophy,CH,17,20171119,Connecting,44859.58,619.487,168.01819,539.24765,202.4035,
A497,b,A497b,3,20170611,Cool,Heterotrophy,CH,17,20171119,Connecting,100696.22,768.9934,198.68698,693.53547,223.17899,
A497,b,A497b,3,20170611,Cool,Heterotrophy,CH,17,20171119,Connecting,69485.61,632.0454,194.58986,755.79171,274.1265,
A497,b,A497b,3,20170611,Cool,Heterotrophy,CH,17,20171119,Connecting,67955.27,762.22118,238.25986,642.32733,212.24689,
A497,c,A497c,5,20170611,Cool,Heterotrophy,CH,17,20171119,Connecting,76530.67,652.01005,172.77507,623.98652,220.86265,
A497,c,A497c,5,20170611,Cool,Heterotrophy,CH,17,20171119,Connecting,41095.77,515.06931,140.46715,581.3236,226.99127,
A497,c,A497c,5,20170611,Cool,Heterotrophy,CH,17,20171119,Connecting,47048.92,580.06371,141.84778,645.76341,204.45002,
A535,a,A535a,11,20170612,Cool,Heterotrophy,CH,24,20171119,Connecting,179711.29,560.07735,147.49414,502.69573,233.71138,
A535,a,A535a,11,20170612,Cool,Heterotrophy,CH,24,20171119,Connecting,118048.32,670.89155,233.86367,479.15963,216.32353,
A535,a,A535a,11,20170612,Cool,Heterotrophy,CH,24,20171119,Connecting,54485.54,687.75901,165.79488,540.33613,232.45613,
A535,b,A535b,5,20170612,Cool,Heterotrophy,CH,24,20171119,Connecting,125967.48,391.90881,123.48049,391.29332,201.81428,
A535,b,A535b,5,20170612,Cool,Heterotrophy,CH,24,20171119,Connecting,47150.95,546.92,111.11753,525.61608,273.24162,
A535,b,A535b,5,20170612,Cool,Heterotrophy,CH,24,20171119,Connecting,45132.56,647.70442,150.70602,799.98998,283.98668,
